区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,悠胜美苑 ,1室1厅,65.55,480,73227,房本满五年,东西,简装,无电梯,中楼层(共5层)2006年建板楼,,-
东城,汪芝麻胡同 ,2室1厅,60.96,750,123032,房本满五年,南北,简装,无,中楼层(共6层)1988年建板楼,,-
东城,国瑞城中区 ,1室1厅,58.77,588,100052,房本满五年,南,简装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,新裕家园 ,2室1厅,92.75,1045,112669,房本满五年,南北,简装,有电梯,低楼层(共13层)2007年建板塔结合,,-
东城,和平里七区 ,1室1厅,54.69,535,97825,房本满五年,东南西,精装,无电梯,底层(共6层)1995年建板楼,,-
东城,东堂子胡同 ,2室1厅,56.15,616,109707,房本满五年,南北,精装,无电梯,顶层(共6层)1990年建,,-
东城,朝阳门南小街 ,1室1厅,55.1,685,124320,房本满五年,南,精装,有电梯,低楼层(共16层)2004年建板塔结合,,-
东城,富贵园一区 ,2室1厅,125.52,1370,109146,房本满五年,南北,精装,有电梯,顶层(共9层)2003年建板楼,,-
东城,光明楼 ,2室1厅,62.38,592,94903,房本满五年,南北,精装,无电梯,底层(共4层)1960年建板楼,,-
东城,柏树胡同 ,2室1厅,82.13,1020,124194,房本满五年,南北,简装,无电梯,中楼层(共7层)1989年建板楼,,-
东城,东堂子胡同 ,2室1厅,65.47,680,103865,房本满五年,东西,简装,无电梯,中楼层(共6层)1999年建板楼,,-
东城,安化南里 ,3室1厅,96.16,960,99834,房本满五年,西北,简装,有电梯,中楼层(共16层)2007年建塔楼,,-
东城,永合馨苑 ,2室1厅,117.93,710,60206,房本满五年,南北,简装,有电梯,低楼层(共11层)2001年建板塔结合,,-
东城,花市枣苑三期 ,2室1厅,94.07,960,102052,房本满五年,西北,精装,有电梯,底层(共17层)2005年建塔楼,,-
东城,法华南里 ,2室1厅,67.84,600,88444,房本满五年,南北,简装,无电梯,中楼层(共6层)1996年建板楼,,-
东城,东花市北里中区 ,2室2厅,126.55,1200,94825,房本满五年,南北,精装,无,低楼层(共6层)1990年建板楼,,-
东城,地坛北门 ,3室1厅,70.23,700,99673,房本满五年,南北,简装,无电梯,顶层(共5层)1975年建板楼,,-
东城,万国城MOMA ,2室1厅,115.64,1500,129713,房本满五年,东北,精装,有电梯,中楼层(共26层)2002年建板塔结合,,-
东城,万国城MOMA ,4室2厅,303.61,3600,118574,房本满五年,南北,精装,有电梯,顶层(共26层)2005年建板楼,,-
东城,阳光都市 ,4室2厅,256.09,2816,109962,房本满五年,东南,精装,有电梯,顶层(共25层)2001年建塔楼,,-
东城,沙滩南巷 ,2室1厅,54.26,600,110579,房本满五年,南北,简装,无,顶层(共5层)1985年建板楼,,-
东城,西营房 ,2室1厅,85.12,800,93985,房本满五年,东,精装,有电梯,中楼层(共19层)2006年建塔楼,,-
东城,海运仓小区 ,3室2厅,111.5,1226,109956,房本满五年,西北,简装,有电梯,顶层(共8层)2002年建板楼,,-
东城,东后河沿 ,2室2厅,144.86,1550,107000,,南北,简装,有电梯,中楼层(共16层)1999年建板塔结合,,-
东城,天天家园 ,3室1厅,148.39,1127,75949,房本满五年,东南,精装,有电梯,低楼层(共11层)2002年建板塔结合,,-
东城,龙潭西里 ,2室1厅,69.03,570,82573,房本满五年,南北,精装,无电梯,高楼层(共6层)1980年建板楼,,-
东城,新景家园东区 ,3室1厅,91.29,880,96397,房本满五年,南北,简装,有电梯,底层(共17层)2004年建板塔结合,,-
东城,花市枣苑一期 ,1室1厅,66.93,750,112058,房本满五年,东,精装,有电梯,低楼层(共18层)2002年建塔楼,,-
东城,小黄庄一区 ,3室1厅,98.51,880,89332,房本满五年,东西,精装,有电梯,低楼层(共21层)1990年建板塔结合,,-
东城,冠城名敦道 ,3室1厅,179.31,1900,105962,房本满五年,南北,其他,有电梯,低楼层(共27层)2009年建板楼,,-
东城,夕照寺西里 ,3室1厅,65.74,598,90965,房本满五年,东南北,其他,无电梯,中楼层(共6层)1979年建板楼,,-
东城,和平新城一期 ,2室1厅,122.76,1200,97752,房本满五年,西北,精装,有电梯,低楼层(共19层)2003年建板塔结合,,-
东城,东直门内北小街2号院 ,2室2厅,188.87,1250,66184,房本满五年,西,简装,有电梯,中楼层(共20层)2003年建塔楼,,-
东城,天天家园 ,2室1厅,100.82,750,74391,房本满五年,西,简装,有电梯,低楼层(共11层)2002年建板塔结合,,-
东城,恒基中心 ,3室1厅,168.14,1270,75533,房本满五年,东南,精装,无,中楼层(共23层)1997年建塔楼,,-
东城,万国城MOMA ,3室1厅,190.97,2100,109965,房本满五年,南北,精装,有电梯,高楼层(共26层)2002年建板塔结合,,-
东城,后芳嘉园胡同 ,2室1厅,68.71,788,114685,房本满五年,南北,简装,无电梯,高楼层(共6层)2002年建板楼,,-
东城,西总布胡同 ,1室1厅,45.85,450,98147,房本满五年,南,精装,无电梯,顶层(共6层)1988年建板楼,,-
东城,海运仓小区 ,1室1厅,47.87,560,116984,房本满五年,南,精装,无电梯,低楼层(共7层)2002年建板楼,,-
东城,灯市口大街 ,2室0厅,50.47,660,130771,房本满五年,东西北,精装,有电梯,低楼层(共10层)1990年建板塔结合,,-
东城,东中公寓 ,4室2厅,233.06,2048,87875,房本满五年,南北,精装,有电梯,低楼层(共12层)1997年建板塔结合,,-
东城,板厂新里 ,2室1厅,61.66,585,94876,房本满五年,东北,精装,无,高楼层(共18层)1990年建塔楼,,-
东城,和平里东街15号院 ,2室1厅,49.92,500,100161,房本满五年,南,简装,无电梯,底层(共6层)1988年建板楼,,-
东城,和平里七区 ,2室1厅,53.83,560,104032,房本满五年,南,简装,无电梯,中楼层(共4层)1979年建板楼,,-
东城,贡院头条 ,2室1厅,51.24,569,111047,房本满五年,南,精装,无,中楼层(共6层)1985年建板楼,,-
东城,和平里三区 ,1室1厅,43.69,510,116732,房本满五年,南北,简装,无,顶层(共6层)1996年建板楼,,-
东城,新景家园东区 ,1室1厅,59.5,650,109244,房本满五年,南,精装,有电梯,底层(共12层)2005年建板塔结合,,-
东城,南弓匠营胡同 ,1室1厅,53.14,768,144524,房本满五年,南北,简装,无电梯,底层(共5层)2003年建板楼,,-
东城,海晟名苑 ,3室3厅,295.56,3800,128570,房本满五年,南,精装,有电梯,高楼层(共18层)2003年建板塔结合,,-
东城,禄米仓胡同 ,2室1厅,73.43,930,126652,房本满五年,东西,精装,无电梯,底层(共6层)2003年建板楼,,-
东城,育树四条 ,2室1厅,60.29,630,104495,,南北,简装,无,顶层(共6层)1983年建板楼,,-
东城,安化北里 ,2室1厅,68.62,620,90353,,东南,精装,有电梯,低楼层(共17层)1980年建塔楼,,-
东城,丽水湾畔家园 ,3室1厅,139.91,1189,84984,,南北,简装,有电梯,低楼层(共21层)2002年建塔楼,,-
东城,绿景苑 ,1室1厅,64,619,96719,,东,精装,有电梯,高楼层(共18层)2002年建塔楼,,-
东城,朝阳门南小街 ,2室1厅,68.04,798,117284,房本满五年,东西,精装,有电梯,低楼层(共11层)2004年建板塔结合,,-
东城,左安浦园 ,1室1厅,67.61,520,76912,房本满五年,东,简装,有电梯,低楼层(共14层)2004年建板塔结合,,-
东城,交道口东大街 ,2室1厅,76.87,998,129830,房本满五年,东南,精装,无,低楼层(共12层)2003年建板塔结合,,-
东城,土儿胡同 ,2室1厅,69.88,880,125931,房本满五年,南北,简装,无电梯,底层(共6层)2002年建板楼,,-
东城,仓南胡同 ,2室1厅,67.65,955,141168,房本满五年,南北,简装,无电梯,中楼层(共6层)2003年建板楼,,-
东城,小羊宜宾胡同 ,2室1厅,59.37,655,110326,房本满五年,东西,精装,无电梯,顶层(共6层)1990年建板楼,,-
东城,安化北里 ,2室1厅,68.62,650,94725,房本满五年,东南,简装,有电梯,高楼层(共17层)1980年建塔楼,,-
东城,天天家园 ,2室1厅,112.12,825,73582,房本满五年,东北,简装,有电梯,低楼层(共11层)2002年建板塔结合,,-
东城,丽水湾畔家园 ,2室1厅,130,1080,83077,房本满五年,西,其他,无,中楼层(共21层)2002年建塔楼,,-
东城,西革新里108号院 ,4室2厅,180.93,1020,56376,房本满五年,南北,其他,无电梯,顶层(共6层)1996年建板楼,,-
东城,骑河楼大街 ,3室1厅,80.93,900,111208,房本满五年,东西,简装,无电梯,高楼层(共6层)1987年建板楼,,-
东城,仓南胡同12号院 ,2室1厅,60.03,765,127437,房本满五年,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,东直门内大街 ,2室1厅,67.97,720,105930,房本满五年,东,精装,有电梯,底层(共16层)2002年建塔楼,,-
东城,保利蔷薇 ,2室1厅,92.67,950,102515,房本满五年,西,精装,有电梯,中楼层(共16层)2008年建板塔结合,,-
东城,安定路 ,2室2厅,78.74,787.4,100000,房本满五年,东南西北,精装,有电梯,中楼层(共18层)1996年建塔楼,,-
东城,左安漪园 ,3室1厅,112.47,910,80911,房本满五年,西,精装,有电梯,中楼层(共15层)2004年建塔楼,,-
东城,板厂南里 ,2室1厅,51.85,550,106076,房本满五年,南,其他,无,顶层(共5层)1980年建板楼,,-
东城,崇文门东大街 ,1室1厅,41.16,410,99612,房本满五年,西北,精装,有电梯,中楼层(共12层)1984年建板塔结合,,-
东城,龙潭北里三条 ,4室1厅,78.38,705,89947,房本满五年,南北,精装,无电梯,底层(共5层)1965年建板楼,,-
东城,崇文门东大街 ,1室1厅,43.97,425,96657,房本满五年,南,简装,有电梯,中楼层(共12层)1984年建板塔结合,,-
东城,地坛北里 ,2室1厅,58.29,605,103792,房本满五年,南北,简装,无电梯,5层1990年建板楼,,-
东城,大方家胡同 ,1室1厅,49.9,635,127255,房本满五年,南,精装,无电梯,低楼层(共6层)2003年建板楼,,-
东城,法华南里 ,3室1厅,110.54,950,85942,房本满五年,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,远洋德邑 ,3室2厅,131.9,1121,84989,房本满五年,东,其他,有电梯,中楼层(共22层)2002年建塔楼,,-
东城,安贞苑50号院 ,2室1厅,65.82,655,99514,房本满五年,南北,简装,无电梯,高楼层(共6层)1996年建板楼,,-
东城,长安太和 ,4室1厅,314.28,4050,128866,房本满五年,东南,精装,有电梯,中楼层(共24层)2012年建板楼,,-
东城,新景家园西区 ,2室1厅,117.79,1000,84897,,东西,简装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,东厂胡同 ,1室1厅,39.69,536,135047,,东,简装,无电梯,顶层(共5层)1987年建板楼,,-
东城,左安溪园 ,3室1厅,258.3,2200,85173,,南北,精装,有电梯,低楼层(共16层)2007年建板塔结合,,-
东城,东花市北里西区 ,3室2厅,190.7,1700,89146,,南北,精装,无电梯,中楼层(共6层)1995年建板楼,,-
东城,左安溪园 ,3室1厅,258.3,2200,85173,房本满五年,南北,精装,有电梯,低楼层(共16层)2007年建板塔结合,,-
东城,民安小区东直门北中街 ,1室1厅,60.2,720,119602,房本满五年,东西,精装,无电梯,低楼层(共6层)1988年建板楼,,-
东城,新怡家园 ,1室1厅,70.37,1030,146370,房本满五年,南,精装,有电梯,中楼层(共15层)2006年建板楼,,-
东城,新景家园西区 ,1室1厅,58.46,610,104345,房本满五年,南,简装,有电梯,中楼层(共17层)2004年建板塔结合,,-
东城,北官厅胡同 ,3室1厅,71.51,870,121662,房本满五年,东南北,精装,有电梯,中楼层(共16层)1993年建塔楼,,-
东城,板厂新里 ,3室2厅,115.8,1100,94992,房本满五年,南北,精装,无,底层(共4层)1990年建板楼,,-
东城,六铺炕 ,2室1厅,58.28,630,108099,房本满五年,西北,精装,有电梯,底层(共16层)1992年建塔楼,,-
东城,东华门大街 ,1室1厅,39.58,510,128853,房本满五年,南,精装,无电梯,高楼层(共6层)1988年建板楼,,-
东城,天坛西里东区 ,2室1厅,60.03,480,79961,房本满五年,东西,简装,无,中楼层(共4层)1991年建板楼,,-
东城,新景家园西区 ,2室1厅,80.64,825,102307,房本满五年,东西,精装,有电梯,顶层(共16层)2004年建板塔结合,,-
东城,新景家园东区 ,1室1厅,61.37,580,94509,房本满五年,东南北,简装,有电梯,中楼层(共16层)2002年建板塔结合,,-
东城,水上华城 ,2室1厅,117.01,1150,98283,房本满五年,东西,精装,有电梯,中楼层(共20层)2004年建板塔结合,,-
东城,广渠门内大街 ,2室1厅,62.81,590,93935,房本满五年,南,精装,有电梯,中楼层(共14层)1987年建板塔结合,,-
东城,南门仓胡同 ,2室1厅,67.62,900,133097,房本满五年,东西,简装,无电梯,中楼层(共6层)2003年建板楼,,-
东城,天坛东里南区 ,2室0厅,50.9,425,83498,房本满五年,南,其他,有电梯,中楼层(共12层)1970年建板塔结合,,-
东城,光明楼 ,3室1厅,84.59,850,100485,房本满五年,南北,精装,无,高楼层(共6层)1995年建板楼,,-
东城,和平里七区 ,2室1厅,55.53,525,94544,房本满五年,东西,简装,无,底层(共6层)1989年建板楼,,-
东城,望陶园小区 ,2室1厅,82.42,593,71949,房本满五年,南西,其他,有电梯,中楼层(共18层)2002年建塔楼,,-
东城,北官厅胡同甲二号院 ,2室1厅,64.31,660,102628,房本满五年,南北,简装,无电梯,顶层(共6层)1993年建板楼,,-
东城,法华南里 ,3室1厅,117.63,950,80762,房本满五年,南北,精装,无电梯,顶层(共6层)1991年建板楼,,-
东城,新景家园东区 ,2室1厅,83.69,890,106345,房本满五年,东西,精装,有电梯,中楼层(共17层)2005年建板塔结合,,-
东城,竹杆胡同 ,1室1厅,54.75,610,111416,房本满五年,南,精装,无电梯,顶层(共6层)2003年建板楼,,-
东城,阳光都市 ,2室1厅,152.66,1600,104809,房本满五年,东,精装,有电梯,中楼层(共24层)2000年建塔楼,,-
东城,广渠门外南街 ,3室1厅,90.13,700,77666,房本满五年,西南,简装,无,低楼层(共12层)1992年建板塔结合,,-
东城,民安小区东直门北中街 ,3室2厅,110.75,1180,106547,房本满五年,东西,精装,无电梯,顶层(共6层)2002年建板楼,,-
东城,青年湖北街 ,2室1厅,72.52,848,116934,,南,精装,有电梯,中楼层(共18层)1997年建塔楼,,-
东城,新景家园东区 ,1室1厅,60.77,600,98733,,南,简装,有电梯,低楼层(共12层)2004年建板塔结合,,-
东城,东板桥东巷 ,2室1厅,58.48,616,105336,,东西,简装,无,中楼层(共5层)1985年建板楼,,-
东城,朝阳门南小街 ,2室1厅,82.1,880,107187,,南北,精装,有电梯,中楼层(共11层)2003年建板塔结合,,-
东城,东花市北里西区 ,2室1厅,65.73,580,88240,,西,其他,无电梯,中楼层(共6层)1995年建塔楼,,-
东城,阳光都市 ,2室1厅,117.6,1300,110545,房本满五年,南,精装,有电梯,高楼层(共24层)2000年建塔楼,,-
东城,水上华城 ,2室2厅,115,1160,100870,房本满五年,东西,精装,有电梯,中楼层(共22层)2006年建板塔结合,,-
东城,金桥国际 ,1室1厅,63.35,570,89977,房本满五年,南,精装,有电梯,低楼层(共27层)2004年建塔楼,,-
东城,王家园胡同 ,2室1厅,73.21,635,86737,房本满五年,南北,精装,无电梯,顶层(共6层)2000年建板楼,,-
东城,东直门内大街 ,2室1厅,80.44,800,99454,房本满五年,南西,精装,有电梯,高楼层(共16层)2002年建塔楼,,-
东城,北官厅胡同2号院 ,2室1厅,53.6,630,117538,房本满五年,南北,简装,无,底层(共6层)1990年建板楼,,-
东城,新裕家园 ,2室1厅,93.37,1200,128521,房本满五年,南,简装,有电梯,低楼层(共14层)2004年建板塔结合,,-
东城,新景家园西区 ,3室1厅,91.21,850,93192,房本满五年,南北,精装,无,低楼层(共14层)2004年建板塔结合,,-
东城,金世纪嘉园 ,1室1厅,77.95,700,89802,房本满五年,西南,精装,有电梯,中楼层(共21层)2006年建塔楼,,-
东城,建予园 ,2室1厅,77.79,590,75846,房本满五年,西南,简装,有电梯,高楼层(共16层)2001年建塔楼,,-
东城,万国城MOMA ,2室2厅,146.54,1650,112598,房本满五年,东北,精装,有电梯,中楼层(共22层)2006年建塔楼,,-
东城,太华公寓 ,2室1厅,154.53,1158,74937,房本满五年,北,简装,有电梯,顶层(共17层)2000年建塔楼,,-
东城,中景濠庭 ,1室1厅,74.21,690,92980,房本满五年,北,精装,有电梯,低楼层(共22层)2001年建板塔结合,,-
东城,民安小区东直门内北小街 ,2室1厅,59.82,660,110331,房本满五年,西,简装,有电梯,低楼层(共16层)2003年建板楼,,-
东城,竹杆胡同 ,3室1厅,91.64,985,107486,房本满五年,东西,精装,有电梯,低楼层(共16层)2003年建板塔结合,,-
东城,兴化西里 ,2室1厅,76.87,750,97568,房本满五年,东西,精装,无电梯,高楼层(共6层)2005年建板楼,,-
东城,望陶园小区 ,3室1厅,134.11,895,66737,房本满五年,西南,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,东方银座 ,2室1厅,146.39,1300,88804,房本满五年,西,精装,有电梯,高楼层(共27层)2003年建塔楼,,-
东城,大羊宜宾胡同35号院 ,3室1厅,72.41,695,95982,房本满五年,南北,简装,无电梯,顶层(共6层)1988年建板楼,,-
东城,东直门内北小街8号院 ,3室1厅,92.8,974,104957,房本满五年,西北,简装,有电梯,中楼层(共16层)2003年建塔楼,,-
东城,白桥大街 ,2室1厅,57.84,570,98548,房本满五年,南北,精装,无电梯,高楼层(共6层)1980年建板楼,,-
东城,望陶园小区 ,2室1厅,116.15,760,65433,房本满五年,东北,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,香河园北里 ,1室1厅,44.57,440,98722,房本满五年,东西,简装,无,低楼层(共14层)1986年建板塔结合,,-
东城,禾风仕家 ,1室1厅,64.41,785,121876,房本满五年,西,毛坯,有电梯,中楼层(共10层)2004年建板塔结合,,-
